Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Investor,Founders
Fampay,FinTech,Series A,"$38,000,000 ",Bangalore,India's first numberless card and UPI without a bank account,2019,"Greenoaks Capital, Elevation Capital","Kush Taneja, Sambhav Jain"
LogiNext,Transport Automation,Series B,"$39,000,000 ",,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",,"Tiger Global, Steadview Capital","Dhruvil Sanghvi, Manisha Raisinghani"
ERUDITUS Executive Education,"Continuing Education, EdTech, Education, Skill Assessment",Series C,"$40,000,000 ","Mumbai, Maharashtra, India","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes", , , 
CueMath,EdTech,Series C,"$40,000,000 ",Bangalore,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,2011,"Sequoia Capital India, CapitalG",Manan Khurma
JetSynthesys,Tech,,"$40,000,000 ",Mumbai,Gaming and entertainment startup,2012,"Adar C. Poonawalla, Kris Gopalakrishnan",Rajan Navani
ShareChat,Social media,Pre-series C,"$40,000,000 ",Bangalore,ShareChat is a social networking and regional content platform.,2015,"Lightspeed venture partners, saif partners","Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan"
JetSynthesys,Digital tech,,"$40,000,000 ",Pune,Digital entertainment and technology company,2012,"Adar Poonawalla, Kris Gopalakrishnan",RajanNavani
Pepperfry,E-market,Series F,"$40,000,000 ",Mumbai,Online home furniture marketplace,2013,Pidilite Industries,"Ambareesh Murty, Ashish Shah"
Tessolve,Electronics,,"$40,000,000 ",Bangalore,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",1993,Novo Tellus Capital,"P Raja Manickam, Srinivas Chinamilli, Veerappan V"
Smallcase,FinTech,Series C,"$40,000,000 ",Bangalore,Smallcase is a new way to invest in the stock markets.,2015,Faering Capital,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta"
BOX8,Food & Beverages,,"$40,000,000 ",Mumbai,India's Largest Desi Meals Brand,2012,Tiger Global,"Anshul Gupta, Amit Raj"
Simpl,Consumer Services,Series B,"$40,000,000 ",Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2015,"Valar Ventures, IA Ventures","Nitya, Chaitra Chidanand"
Captain Fresh,Logistics & Supply Chain,Series B,"$40,000,000 ",Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2019,"Tiger Global, Prosus Ventures",Utham Gowda
MediBuddy,HealthTech,Series B,"$40,000,000 ",Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,2000,"IDFC Private Equity, Bessemer Venture Partners","atish Kannan, Enbasekar"
Dunzo,Delivery service,Series E,"$40,000,000 ",Bangalore,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,2015,"Lightbox, Evolvence India Fund","Ankur Aggarwal, Dalvir Suri, Kabeer Biswas, Mukund Jha"
MyGlamm,D2C,,"$40,000,000 ",Mumbai,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,2015,Accel Partners,"Darpan Sanghvi, Priyanka Gill"
Inshorts,Media,,"$40,000,000 ",Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2013,"Addition, SIG Global India Fund","Anunay Pandey, Azhar Iqubal, Deepit Purkayastha"
Ankur capital,FinTech,,"$40,000,000 ",Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2011,,Ritu Verma
Blume Ventures,FinTech,,"$40,000,000 ",Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2011,Avendus,"Karthik Reddy, Sanjay Nath"
Indifi,Financial Services,,"$40,000,000 ",Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2015,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",Alok Mittal
Chalo,Mobility,Series C,"$40,000,000 ",Mumbai,India’s #1 bus transport technology company.,2014,"Lightrock India, Filter Capital","Vinayak Bhavnani, Mohit Dubey"
Zolve,Financial Services,Series A,"$40,000,000 ",Bangalore,World's first cross-border Neobank,2020,DST Global,Raghunandan G
Shiprocket,Logistics,Series D1,"$41,000,000 ",New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,2012,"March Capital, Tribe Capital","Saahil Goel, Akshay Ghulati"
InCred,"Banking, Finance, Financial Services",Private Equity,"$41,900,000 ","Mumbai, Maharashtra, India",InCred Finance is a mumbai-based non-banking financial company, , , 
UpScalio,E-commerce,,"$42,000,000 ",Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,,Gautam Kshatriya
GoMechanic,Automotive,Series C,"$42,000,000 ",Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",2016,"Tiger Global, Sequoia",Kushal Karwa
CarTrade,Car Trade,Series H,"$42,500,000 ",Mumbai,Buy and Sell Used Cars,2009,"Pincus, JP Morgan, Temasek, March Capital",Vinay Sanghi
Swiggy,Foodtech,Series A,"$43,000,000 ",Bangalore,Platform to order food online from restaurants and getting it delievered,2014,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets","Nandan Reddy, Sriharsha Majety, Rahul Jaimini"
Rapido,Transportation,Series C,"$43,000,000 ",Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2015,"Skycatcher, Nexus Venture Partners","Aravind Sanka, Pavan Guntupalli, Rishikesh SR"
Spinny,E-tail,Series B,"$43,700,000 ",Haryana,Used car retailing platform,2015,"Nandan Nilekani, Sanjeev Aggarwal","Niraj Singh, Mohit Gupta, Ramanshu Mahuar"
SirionLabs,SaaS,Series C,"$44,000,000 ",Gurugram,"Provides procurement, outsourcing services & contract management software",2012,"Tiger Global, Avatar Growth Capital",Ajay Agrawal
Jupiter,Banking,Series B,"$44,000,000 ",Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2019,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",Jitendra Gupta
Rupeek,FinTech,Series C,"$45,000,000 ",Bangalore,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",2015,"KB Investment, Bertelsmann India Investments","Amar Prabhu, Ashwin Soni, Sumit Maniyar"
Trell,Social commerce,Series B,"$45,000,000 ",Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,2016,"Mirae Asset, H&M","Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba"
RenewBuy,Insuretech,Series C,"$45,000,000 ",Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,2015,"Lok Capital, IIFL Asset Management","Balachander Sekhar, Sandeep Nanda"
Purplle,Beauty products,,"$45,000,000 ",Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2011,"Spring Marketing Capital, Verlinvest","Manish Taneja, Rahul Dash"
Turtlemint,InsureTech,Series D,"$45,000,000 ",Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2015,Jungle Ventures,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah"
Toppr,Edtech,Series D,"$46,761,000 ",Mumbai,It provides AI-based after school learning app for K12,2013,Foundation Holdings,Zishaan Hayath
Pratilipi,Online storytelling,,"$48,000,000 ",Bangalore,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",2015,"Krafton Inc, Omidyar",Ranjeet Pratap Singh
MFine,Hospital & Health Care,Series C,"$48,000,000 ",Bangalore,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2017,"Moore Strategic Ventures, BEENEXT","Prasad Kompalli, Ashutosh Lawania"
Smart Joules,Renewable Energy,,"$49,000,000 ",New Delhi,Smart Joules is an energy management company.,2014,"Raintree Family Office, ADB arm","Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta"
HappyEasyGo,Travel,Series B+,"$49,400,000 ",Gurugram,Online flight booking,2017,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners","Vivek Prabhakar, Boris Zha"
UrbanClap,"Apps, Home Services, Information Services, Information Technology",Series D,"$50,000,000 ","Delhi, Delhi, India",UrbanClap is India's leading managed marketplace for home services., , , 
Meesho,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",Series C,"$50,000,000 ","Bangalore, Karnataka, India","Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.", , , 
Ola,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Venture - Series Unknown,50000000,"Kormangala, Karnataka, India",Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India., , , 
DocPrime,"Health Care, Health Insurance",Funding Round,50000000,"Haryana, Haryana, India",DocPrime offers a one-stop healthcare solution right at the comfort of patients' homes., , , 
Rein Games,Technology,Pre series A,"$50,000,000 ",Noida,"It develops, publishes and distributes games across various platforms",,"Manipal Education and Medical Group (MEMG) family office, Titan Capital","Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta"
PiBeam,Automotive tech,,"$50,000,000 ",Chennai,It is engaged in building sustainable and affordable micro-mobility electric vehicles,,GAIL (India) Ltd,Visakh Sasikumar
Spinny,Automobile,,"$50,000,000 ",Delhi,Online car retailer,2015,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners","Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta"
Info Edge Venture,Venture capitalist,,"$50,000,000 ",Noida,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",1995,Lightbox,Sanjeev Bikhchandani
Rebel Foods,Food,,"$50,000,000 ",Pune,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",2011,Coatue Management,"Jaydeep Barman, Kallol Banerjee"
MPL,Entertainment,Series B,"$50,000,000 ",Bangalore,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,2018,"Sequoia Capital India, Times Internet","Sai Srinivas Kiran Garimella, Shubham Malhotra"
Rebel Foods,Food tech,,"$50,000,000 ",,It runs internet kitchen,,Coatue Management,"Jaydeep Barman, Kallol Bannerjee"
Vivriti Capital,Fintech,Series B,"$50,000,000 ",Chennai,Digital lending startup,2017,LGT Lightstone Aspada,"Gaurav Kumar, Vineet Sukumar"
Nova Credit,Fintech,Series B,"$50,000,000 ",,Cross-border consumer credit startup,,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",Nicky Goulimis
8i Ventures,Venture Capital & Private Equity,,"$50,000,000 ",Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2018,,Vikram Chachra
Unacademy,EdTech,,"$50,000,000 ",Bangalore,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,2015,"Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic","Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta"
Mamaearth,Healthcare,,"$50,000,000 ",Gurugram,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,2016,Sofina Ventures SA,"Varun Alagh, Ghazal Alagh"
Locus,Logistics,Series C,"$50,000,000 ",Bangalore,Locus is an intelligent decision-making and automation platform for logistics.,2015,"Blume Ventures, Exfinity Venture Partners","Geet Garg, Nishith Rastogi"
BYJU’S,EdTech,,"$50,000,000 ",Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2011,"Blackstone Group, ADQ","Byju Raveendran, Divya Gokulnath"
Safex Chemicals,AgriTech,,"$50,000,000 ",New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,1991,BanyanTree Finance Pvt. Ltd.,"SK Jindal, SK Chaudhary"
Northern Arc,FinTech,Debt,"$50,000,000 ",Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2008,"Asian Development Bank, U.S. International Development Finance Corp",Kshama Fernandes
FanCode,Sports startup,,"$50,000,000 ",Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2019,Dream Sports,Yannick Colaco
Mensa Brands,Clothing,Series A,"$50,000,000 ",Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",Ananth Narayanan
Fi,Financial Services,Series B,"$50,000,000 ",Bangalore,Fi is a neo bank.,2019,"Capital Group, Falcon Edge",Sumit Gwalani
Fraazo,Food & Beverages,Series B,"$50,000,000 ",Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2020,WestBridge Capital,"Atul Kumar, Aashish Krishnatre"
SUN Mobility,Automotive,,"$50,000,000 ",Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2017,Vitol,Chetan Maini
Capital Float,Financial Services,,"$50,000,000 ",Bangalore,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2013,Lightrock India,"Sashank Rishyasringa, Gaurav Hinduja"
ZestMoney,Financial Services,Series C,"$50,000,000 ",Bangalore,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",2015,Zip Co,"Priya Sharma, Lizzie Chapman"
HomeLane,Interior Design,Series E,"$50,000,000 ",Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",2014,"IIFL AMC, Oman India Joint Investment Fund",Srikanth Iyer
Gaana,Entertainment,,"$51,000,000 ",Gurugram,Gaana is a commercial music streaming service providing free and licensed music.,2010,"Tencent Holdings, Times Internet",Pawan Agarwal
Bizongo,B2B E-commerce,Series C,"$51,000,000 ",Mumbai,Bizongo is a business-to-business online marketplace for packaging products.,2015,"CDC Group, IDG Capital","Aniket Deb, Ankit Tomar, Sachin Agrawal"
Zomato,FoodTech,,"$52,000,000 ",Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,2008,"Kora, Tiger Global Management","Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah"
Rapido,Information Technology & Services,,"$52,000,000 ",Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2015,"Shell Ventures, Yamaha, Kunal Shah","Aravind Sanka, Pavan Guntupalli, SR Rishikesh"
Licious,Food & Beverages,Series G,"$52,000,000 ",Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2015,,"Vivek Gupta, Abhay"
